MAKE,MODEL,MODEL_YR,BLIND_SPOT_DETECTION,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING
KIA,K900,2020,Standard,Standard,Standard
KIA,K900,2020,Standard,Standard,Standard
KIA,NIRO ELECTRIC,2020,Standard,Standard,Standard
KIA,NIRO HYBRID,2020,Optional,Optional,Optional
KIA,NIRO PLUG-IN HYBRID,2020,Optional,Standard,Standard
KIA,OPTIMA,2020,Standard,Standard,Standard
KIA,OPTIMA HYBRID,2020,Optional,Standard,Standard
KIA,OPTIMA PLUG-IN HYBRID,2020,Standard,Standard,Standard
KIA,RIO,2020,None,Optional,
KIA,RIO,2020,None,Optional,
KIA,SEDONA,2020,Optional,Optional,Optional
KIA,SORENTO,2020,Optional,Optional,Optional
KIA,SORENTO,2020,Optional,Optional,Optional
KIA,SOUL,2020,Optional,Optional,Optional
KIA,SOUL ELECTRIC,2020,Standard,Standard,Standard
KIA,SPORTAGE,2020,Standard,Standard,Standard
KIA,SPORTAGE,2020,Standard,Standard,Standard
KIA,STINGER,2020,Standard,Optional,Optional
KIA,STINGER,2020,Standard,Optional,Optional
KIA,TELLURIDE,2020,Standard,Standard,Standard
KIA,TELLURIDE,2020,Standard,Standard,Standard
LAND ROVER,DISCOVERY,2020,Standard,Standard,Standard
LAND ROVER,DISCOVERY SPORT,2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER EVOQUE (5 DOOR),2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER LWB,2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER SPORT,2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER SPORT PHEV,2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER SWB,2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER SWB PHEV,2020,Optional,Standard,Standard
LAND ROVER,RANGE ROVER VELAR,2020,Standard,Standard,Standard
LEXUS,ES 300H,2020,Optional,Standard,Standard
LEXUS,ES 350,2020,Optional,Standard,Standard
LEXUS,GS 350,2020,Standard,Standard,Standard
LEXUS,GS 350,2020,Standard,Standard,Standard
LEXUS,GS F,2020,Standard,Standard,Standard
LEXUS,GX 460,2020,Standard,Standard,Standard
LEXUS,IS 300,2020,Standard,Standard,Standard
LEXUS,IS 300,2020,Standard,Standard,Standard
LEXUS,IS 350,2020,Standard,Standard,Standard
LEXUS,IS 350,2020,Standard,Standard,Standard
LEXUS,LC 500,2020,Optional,Standard,Standard
LEXUS,LC 500H,2020,Standard,Standard,Standard
LEXUS,LS 500,2020,Optional,Standard,Standard
LEXUS,LS 500,2020,Optional,Standard,Standard
LEXUS,LS 500H,2020,Standard,Standard,Standard
LEXUS,LS 500H,2020,Standard,Standard,Standard
LEXUS,LX 570,2020,Standard,Standard,Standard
LEXUS,NX300,2020,Optional,Standard,Standard
LEXUS,NX300,2020,Optional,Standard,Standard
LEXUS,NX300H,2020,Optional,Standard,Standard
LEXUS,RC 300,2020,Optional,Standard,Standard
LEXUS,RC 300,2020,Optional,Standard,Standard
LEXUS,RC 350,2020,Optional,Standard,Standard
LEXUS,RC 350,2020,Optional,Standard,Standard
LEXUS,RC F,2020,Standard,Standard,Standard
LEXUS,RX 350,2020,Optional,Standard,Standard
LEXUS,RX 350,2020,Optional,Standard,Standard
LEXUS,RX 350L,2020,Optional,Standard,Standard
LEXUS,RX 350L,2020,Optional,Standard,Standard
LEXUS,RX 450H,2020,Optional,Standard,Standard
LEXUS,RX 450HL,2020,Standard,Standard,Standard
LEXUS,UX 200,2020,Optional,Standard,Standard
LEXUS,UX 250H,2020,Optional,Standard,Standard
LINCOLN,AVIATOR,2020,Standard,Standard,Standard
LINCOLN,AVIATOR,2020,Standard,Standard,Standard
LINCOLN,AVIATOR PHEV,2020,Standard,Standard,Standard
LINCOLN,CONTINENTAL,2020,Standard,Standard,Standard
LINCOLN,CONTINENTAL,2020,Standard,Standard,Standard
LINCOLN,CORSAIR,2020,Standard,Standard,Standard
LINCOLN,CORSAIR,2020,Standard,Standard,Standard
LINCOLN,MKZ,2020,Standard,Standard,Standard
LINCOLN,MKZ,2020,Standard,Standard,Standard
LINCOLN,MKZ HEV,2020,Standard,Standard,Standard
LINCOLN,NAUTILUS,2020,Standard,Standard,Standard
LINCOLN,NAUTILUS,2020,Standard,Standard,Standard
LINCOLN,NAVIGATOR,2020,Standard,Standard,Optional
LINCOLN,NAVIGATOR,2020,Standard,Standard,Optional
LINCOLN,NAVIGATOR EL,2020,Standard,Standard,Optional
LINCOLN,NAVIGATOR EL,2020,Standard,Standard,Optional
MAZDA,CX-3,2020,Optional,Optional,Optional
MAZDA,CX-3,2020,Optional,Optional,Optional
MAZDA,CX-30,2020,Standard,Standard,Standard
MAZDA,CX-30,2020,Standard,Standard,Standard
MAZDA,CX-5,2020,Standard,Optional,Optional
MAZDA,CX-5,2020,Standard,Optional,Optional
MAZDA,CX-9,2020,Standard,Standard,Standard
MAZDA,CX-9,2020,Standard,Standard,Standard
MAZDA,MAZDA2,2020,None,None,None
MAZDA,MAZDA3,2020,Standard,Standard,Standard
MAZDA,MAZDA3,2020,Standard,Standard,Standard
MAZDA,MAZDA3,2020,Standard,Standard,Standard
MAZDA,MAZDA3,2020,Standard,Standard,Standard
MAZDA,MAZDA6,2020,Standard,Standard,Standard
MAZDA,MX-5,2020,None,None,Optional
MERCEDES-BENZ,A-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,A-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,C-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,C-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,C-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,C-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,C-CLASS CABRIOLET,2020,Standard,Standard,Optional
MERCEDES-BENZ,C-CLASS CABRIOLET,2020,Standard,Standard,Optional
MERCEDES-BENZ,CLA-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,CLA-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,CLS-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,CLS-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS CABRIOLET,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS CABRIOLET,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS STATION WAGON,2020,Optional,Standard,Optional
MERCEDES-BENZ,E-CLASS STATION WAGON,2020,Optional,Standard,Optional
MERCEDES-BENZ,EQC-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,G-CLASS,2020,Standard,Standard,Optional
MERCEDES-BENZ,GLA-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLA-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLB-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLB-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLC-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLC-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLC-CLASS COUPE,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLC-CLASS COUPE,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLC-CLASS HYBRID,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLE-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLE-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GLS-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GT CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,GT CLASS 4DR,2020,Optional,Standard,Optional
MERCEDES-BENZ,GT CLASS CABRIOLET,2020,Optional,Standard,Optional
MERCEDES-BENZ,METRIS CARGO,2020, ,optional,optional
MERCEDES-BENZ,METRIS PASSENGER,2020, ,optional,optional
MERCEDES-BENZ,S-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,S-CLASS,2020,Standard,Standard,Optional
MERCEDES-BENZ,S-CLASS,2020,Standard,Standard,Optional
MERCEDES-BENZ,S-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,S-CLASS CABRIOLET,2020,Standard,Standard,Optional
MERCEDES-BENZ,S-CLASS CABRIOLET,2020,Standard,Standard,Optional
MERCEDES-BENZ,S-CLASS HYBRID,2020,Optional,Standard,Optional
MERCEDES-BENZ,SL-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,SLC-CLASS,2020,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 1500 12 PASSENGER,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 1500 CARGO,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 12 PASSENGER,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 15 PASSENGER,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CARGO,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CARGO,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CARGO DIESEL,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CARGO DIESEL,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CREW,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CREW,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CREW DIESEL,2020, ,optional,optional
MERCEDES-BENZ,SPRINTER 2500 CREW DIESEL,2020, ,optional,optional
MERCEDES-MAYBACH,S-CLASS,2020,Standard,Standard,Optional
MERCEDES-MAYBACH,S-CLASS,2020,Standard,Standard,Optional
MINI,CLUBMAN,2020,None,Standard,No
MINI,CLUBMAN,2020,None,Standard,No
MINI,CONVERTIBLE,2020,None,Standard,No
MINI,COOPER SE,2020,None,Standard,No
MINI,COUNTRYMAN,2020,None,Standard,No
MINI,COUNTRYMAN,2020,None,Standard,No
MINI,COUNTRYMAN SE,2020,None,Standard,No
MINI,HARDTOP,2020,None,Standard,No
MINI,HARDTOP,2020,None,Standard,No
MITSUBISHI,ECLIPSE CROSS,2020,Optional,Optional,Optional
MITSUBISHI,ECLIPSE CROSS,2020,Optional,Optional,Optional
MITSUBISHI,MIRAGE,2020,None,None,None
MITSUBISHI,MIRAGE G4,2020,None,None,None
MITSUBISHI,OUTLANDER,2020,Optional,Optional,Optional
MITSUBISHI,OUTLANDER,2020,Optional,Optional,Optional
MITSUBISHI,OUTLANDER PHEV,2020,Standard,Optional,Optional
MITSUBISHI,OUTLANDER SPORT,2020,Optional,Optional,Optional
MITSUBISHI,OUTLANDER SPORT,2020,Optional,Optional,Optional
NISSAN,370Z,2020,None,None,None
NISSAN,ALTIMA,2020,Optional,Standard,Optional
NISSAN,ALTIMA,2020,Optional,Standard,Optional
NISSAN,ARMADA,2020,Optional,Standard,Optional
NISSAN,ARMADA,2020,Optional,Standard,Optional
NISSAN,FRONTIER CREW CAB,2020,None,None,None
NISSAN,FRONTIER CREW CAB,2020,None,None,None
NISSAN,FRONTIER KING CAB,2020,None,None,None
NISSAN,FRONTIER KING CAB,2020,None,None,None
NISSAN,GTR,2020,None,None,None
NISSAN,KICKS,2020,Standard,Standard,Standard
NISSAN,LEAF,2020,Standard,Standard,Standard
NISSAN,LEAF PLUS,2020,Standard,Standard,Standard
NISSAN,MAXIMA,2020,Standard,Standard,Standard
NISSAN,MURANO,2020,Optional,Standard,Optional
NISSAN,MURANO,2020,Optional,Standard,Optional
NISSAN,"NV1500, NV2500, NV3500",2020,None,None,None
NISSAN,NV200 CARGO,2020,None,None,None
NISSAN,NV3500 PASSENGER VAN,2020,None,None,None
NISSAN,PATHFINDER,2020,Optional,Standard,None
NISSAN,PATHFINDER,2020,Optional,Standard,None
NISSAN,ROGUE,2020,Standard,Standard,Standard
NISSAN,ROGUE,2020,Standard,Standard,Standard
NISSAN,ROGUE SPORT,2020,Standard,Standard,Standard
NISSAN,ROGUE SPORT,2020,Standard,Standard,Standard
NISSAN,SENTRA,2020,Standard,Standard,Standard
NISSAN,TITAN,2020,Standard,Standard,Standard
NISSAN,TITAN,2020,Standard,Standard,Standard
NISSAN,TITAN,2020,Standard,Standard,Standard
NISSAN,TITAN,2020,Standard,Standard,Standard
NISSAN,TITAN XD,2020,Standard,Optional,Standard
NISSAN,VERSA,2020,Optional,Standard,Standard
PORSCHE,718 BOXSTER,2020,Optional,Optional,None
PORSCHE,718 BOXSTER 6,2020,Optional,Optional,None
PORSCHE,718 BOXSTER GTS,2020,Optional,Optional,None
PORSCHE,718 BOXSTER S,2020,Optional,Optional,None
PORSCHE,718 BOXSTER T,2020,Optional,Optional,None
PORSCHE,718 CAYMAN,2020,Optional,Optional,None
PORSCHE,718 CAYMAN 6,2020,Optional,Optional,None
PORSCHE,718 CAYMAN GT4,2020,None,None,None
PORSCHE,718 CAYMAN GTS,2020,Optional,Optional,None
PORSCHE,718 CAYMAN S,2020,Optional,Optional,None
PORSCHE,718 CAYMAN T,2020,Optional,Optional,None
PORSCHE,718 SPYDER,2020,None,None,None
PORSCHE,911 CARRERA,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA 4,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA 4 CABRIOLET,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA 4S,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA 4S CABRIOLET,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA CABRIOLET,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA S,2020,Optional,Standard,Optional
PORSCHE,911 CARRERA S CABRIOLET,2020,Optional,Standard,Optional
PORSCHE,911 TARGA 4,2020,Optional,Standard,Optional
PORSCHE,911 TARGA 4S,2020,Optional,Standard,Optional
PORSCHE,911 TURBO S,2020,Optional,Standard,Optional
PORSCHE,911 TURBO S CABRIOLET,2020,Optional,Standard,Optional
PORSCHE,CAYENNE,2020,Optional,Standard,Optional
PORSCHE,CAYENNE COUPE,2020,Optional,Standard,Optional
PORSCHE,CAYENNE COUPE E-HYBRID,2020,Optional,Standard,Optional
PORSCHE,CAYENNE COUPE S,2020,Optional,Standard,Optional
PORSCHE,CAYENNE COUPE TURBO,2020,Optional,Standard,Optional
PORSCHE,CAYENNE COUPE TURBO S E-HYBRID,2020,Optional,Standard,Optional
PORSCHE,CAYENNE E-HYBRID,2020,Optional,Standard,Optional
PORSCHE,CAYENNE S,2020,Optional,Standard,Optional
PORSCHE,CAYENNE TURBO,2020,Optional,Standard,Optional
PORSCHE,CAYENNE TURBO S E-HYBRID,2020,Optional,Standard,Optional
PORSCHE,MACAN,2020,Optional,Optional,Standard
PORSCHE,MACAN GTS,2020,Optional,Optional,Standard
PORSCHE,MACAN S,2020,Optional,Optional,Standard
PORSCHE,MACAN TURBO,2020,Optional,Optional,Standard
PORSCHE,PANAMERA,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4 E-HYBRID,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4 E-HYBRID SPORT TURISMO,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4 EXECUTIVE,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4 SPORT TURISMO,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4S,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4S EXECUTIVE,2020,Optional,Optional,Optional
PORSCHE,PANAMERA 4S SPORT TURISMO,2020,Optional,Optional,Optional
PORSCHE,PANAMERA GTS,2020,Optional,Optional,Optional
PORSCHE,PANAMERA GTS SPORT TURISMO,2020,Optional,Optional,Optional
PORSCHE,PANAMERA TURBO,2020,Optional,Optional,Optional
PORSCHE,PANAMERA TURBO EXECUTIVE,2020,Optional,Optional,Optional
PORSCHE,PANAMERA TURBO S E-HYBRID,2020,Optional,Optional,Optional
PORSCHE,PANAMERA TURBO S E-HYBRID EXECUTIVE,2020,Optional,Optional,Optional
PORSCHE,PANAMERA TURBO S E-HYBRID SPORT TURISMO,2020,Optional,Optional,Optional
PORSCHE,PANAMERA TURBO SPORT TURISMO,2020,Optional,Optional,Optional
PORSCHE,TAYCAN 4S,2020,Optional,Standard,Standard
PORSCHE,TAYCAN 4S WITH PERFORMANCE PACK,2020,Optional,Standard,Standard
PORSCHE,TAYCAN TURBO,2020,Optional,Standard,Standard
PORSCHE,TAYCAN TURBO S,2020,Optional,Standard,Standard
RAM,1500,2020,Optional,Optional,Optional
RAM,1500,2020,Optional,Optional,Optional
RAM,1500,2020,Optional,Optional,Optional
RAM,1500,2020,Optional,Optional,Optional
RAM,1500 CLASSIC,2020,None,N/A,N/A
RAM,1500 CLASSIC,2020,None,N/A,N/A
RAM,1500 CLASSIC,2020,None,N/A,N/A
RAM,1500 CLASSIC,2020,None,N/A,N/A
RAM,1500 CLASSIC,2020,None,N/A,N/A
RAM,1500 CLASSIC,2020,None,N/A,N/A
RAM,2500,2020,Optional,Optional,NONE
RAM,2500,2020,Optional,Optional,NONE
RAM,2500,2020,Optional,Optional,NONE
RAM,2500,2020,Optional,Optional,NONE
RAM,2500,2020,Optional,Optional,NONE
RAM,PROMASTER,2020,None,N/A,N/A
RAM,PROMASTER CITY,2020,None,N/A,N/A
ROLLS-ROYCE,CULLINAN,2020,Optional,Standard,Standard
ROLLS-ROYCE,DAWN,2020,Optional,Standard,Standard
ROLLS-ROYCE,GHOST,2020,Optional,Standard,Standard
ROLLS-ROYCE,GHOST EWB,2020,Optional,Standard,Standard
ROLLS-ROYCE,PHANTOM,2020,Optional,Standard,Standard
ROLLS-ROYCE,PHANTOM EWB,2020,Optional,Standard,Standard
ROLLS-ROYCE,WRAITH,2020,Optional,Standard,Standard
SUBARU,ASCENT,2020,Optional,Standard,Standard
SUBARU,BRZ,2020,None,None,None
SUBARU,CROSSTREK,2020,Optional,Optional,Optional
SUBARU,CROSSTREK HYBRID,2020,Optional,Standard,Standard
SUBARU,FORESTER,2020,Optional,Standard,Standard
SUBARU,IMPREZA,2020,Optional,Optional,Optional
SUBARU,IMPREZA,2020,Optional,Optional,Optional
SUBARU,LEGACY,2020,Optional,Standard,Standard
SUBARU,OUTBACK,2020,Optional,Standard,Standard
SUBARU,WRX,2020,Optional,Optional,Optional
TESLA,MODEL 3,2020,Standard,Standard,Standard
TESLA,MODEL 3,2020,Standard,Standard,Standard
TESLA,MODEL S (ALL VARIANTS),2020,Standard,Standard,Standard
TESLA,MODEL X (ALL VARIANTS 5-SEAT),2020,Standard,Standard,Standard
TESLA,MODEL X (ALL VARIANTS 6-SEAT),2020,Standard,Standard,Standard
TESLA,MODEL X (ALL VARIANTS 7PSGR),2020,Standard,Standard,Standard
TESLA,MODEL Y,2020,Standard,Standard,Standard
TOYOTA,4RUNNER,2020,None,Standard,Standard
TOYOTA,4RUNNER,2020,None,Standard,Standard
TOYOTA,86,2020,None,None,None
TOYOTA,AVALON,2020,Standard,Standard,Standard
TOYOTA,AVALON HYBRID,2020,Standard,Standard,Standard
TOYOTA,C-HR,2020,Optional,Standard,Standard
TOYOTA,CAMRY,2020,Optional,Standard,Standard
TOYOTA,CAMRY,2020,Optional,Standard,Standard
TOYOTA,CAMRY HYBRID,2020,Optional,Standard,Standard
TOYOTA,COROLLA,2020,Optional,Standard,Standard
TOYOTA,COROLLA,2020,Optional,Standard,Standard
TOYOTA,COROLLA HYBRID,2020,Optional,Standard,Standard
TOYOTA,HIGHLANDER,2020,Optional,Standard,Standard
TOYOTA,HIGHLANDER,2020,Optional,Standard,Standard
TOYOTA,HIGHLANDER HYBRID,2020,Standard,Standard,Standard
TOYOTA,HIGHLANDER HYBRID,2020,Standard,Standard,Standard
TOYOTA,LAND CRUISER,2020,Standard,Standard,Standard
TOYOTA,MIRAI,2020,Standard,Standard,Standard
TOYOTA,PRIUS,2020,Optional,Standard,Standard
TOYOTA,PRIUS,2020,Optional,Standard,Standard
TOYOTA,PRIUS C,2020,None,Standard,Standard
TOYOTA,PRIUS PRIME,2020,Optional,Standard,Standard
TOYOTA,RAV4,2020,Optional,Standard,Standard
TOYOTA,RAV4,2020,Optional,Standard,Standard
TOYOTA,RAV4 HYBRID,2020,Optional,Standard,Standard
TOYOTA,SEQUOIA,2020,Standard,Standard,Standard
TOYOTA,SEQUOIA,2020,Standard,Standard,Standard
TOYOTA,SIENNA,2020,Optional,Standard,Standard
TOYOTA,SIENNA,2020,Optional,Standard,Standard
TOYOTA,SUPRA,2020,Optional,Standard,Optional
TOYOTA,TACOMA,2020,Optional,Standard,Standard
TOYOTA,TACOMA,2020,Optional,Standard,Standard
TOYOTA,TACOMA,2020,Optional,Standard,Standard
TOYOTA,TACOMA,2020,Optional,Standard,Standard
TOYOTA,TUNDRA,2020,Optional,Standard,Standard
TOYOTA,TUNDRA,2020,Optional,Standard,Standard
TOYOTA,TUNDRA,2020,Optional,Standard,Standard
TOYOTA,TUNDRA,2020,Optional,Standard,Standard
TOYOTA,YARIS,2020,None,None,None
TOYOTA,YARIS HATCHBACK,2020,None,None,None
VOLKSWAGEN,ARTEON,2020,Standard,Standard,Optional
VOLKSWAGEN,ARTEON,2020,Standard,Standard,Optional
VOLKSWAGEN,ATLAS,2020,Standard,Standard,Optional
VOLKSWAGEN,ATLAS,2020,Standard,Standard,Optional
VOLKSWAGEN,ATLAS CROSS SPORT,2020,Standard,Standard,Optional
VOLKSWAGEN,ATLAS CROSS SPORT,2020,Standard,Standard,Optional
VOLKSWAGEN,EGOLF,2020,Optional,Optional,Optional
VOLKSWAGEN,GOLF,2020,Standard,Standard,Optional
VOLKSWAGEN,GOLF GTI,2020,Standard,Standard,Optional
VOLKSWAGEN,JETTA,2020,Optional,Optional,Optional
VOLKSWAGEN,JETTA GLI,2020,Standard,Standard,N/A
VOLKSWAGEN,PASSAT,2020,Standard,Standard,Optional
VOLKSWAGEN,TIGUAN,2020,Standard,Standard,Optional
VOLKSWAGEN,TIGUAN,2020,Standard,Standard,Optional
VOLVO,S60 T5,2020,Optional,Standard,Standard
VOLVO,S60 T6,2020,Optional,Standard,Standard
VOLVO,S60 T8,2020,Standard,Standard,Standard
VOLVO,S60 T8 POLESTAR ENGINEERED,2020,Standard,Standard,Standard
VOLVO,S90 T6,2020,Standard,Standard,Standard
VOLVO,S90 T8,2020,Standard,Standard,Standard
VOLVO,V60 CC T5,2020,Standard,Standard,Standard
VOLVO,V60 T5,2020,Optional,Standard,Standard
VOLVO,V60 T8 POLESTAR ENGINEERED,2020,Standard,Standard,Standard
VOLVO,V90 CC T6,2020,Standard,Standard,Standard
VOLVO,V90 T5,2020,Standard,Standard,Standard
VOLVO,V90 T6,2020,Standard,Standard,Standard
VOLVO,XC40 T4,2020,Optional,Standard,Standard
VOLVO,XC40 T5,2020,Optional,Standard,Standard
VOLVO,XC60 T5,2020,Optional,Standard,Standard
VOLVO,XC60 T5,2020,Optional,Standard,Standard
VOLVO,XC60 T6,2020,Optional,Standard,Standard
VOLVO,XC60 T8,2020,Optional,Standard,Standard
VOLVO,XC60 T8 POLESTAR ENGINEERED,2020,Standard,Standard,Standard
VOLVO,XC90 T5,2020,Standard,Standard,Standard
VOLVO,XC90 T5,2020,Standard,Standard,Standard
VOLVO,XC90 T6,2020,Standard,Standard,Standard
VOLVO,XC90 T8,2020,Standard,Standard,Standard
ACURA,ILX,2019,Optional,Standard,Standard
ACURA,MDX,2019,Optional,Standard,Standard
ACURA,MDX,2019,Optional,Standard,Standard
ACURA,MDX SPORT HYBRID,2019,Standard,Standard,Standard
ACURA,NSX,2019,None,None,None
ACURA,RDX,2019,Optional,Standard,Standard
ACURA,RDX,2019,Optional,Standard,Standard
ACURA,RLX,2019,Standard,Standard,Standard
ACURA,RLX SPORT HYBRID ,2019,Standard,Standard,Standard
ACURA,TLX,2019,Optional,Standard,Standard
ACURA,TLX,2019,Optional,Standard,Standard
ALFA ROMEO,4C,2019,,,
ALFA ROMEO,4C SPIDER,2019,,,
ALFA ROMEO,GIULIA,2019,Optional,Optional,Optional
ALFA ROMEO,GIULIA,2019,Optional,Optional,Optional
ALFA ROMEO,GIULIA QUADRIFOGLIO,2019,Standard,Optional,Optional
ALFA ROMEO,STELVIO,2019,Optional,Optional,Optional
ALFA ROMEO,STELVIO,2019,Optional,Optional,Optional
ALFA ROMEO,STELVIO QUADRIFOGLIO,2019,Standard,Optional,Optional
AUDI,A3,2019,Standard,Standard,Optional
AUDI,A3,2019,Optional,Standard,Optional
AUDI,A3,2019,Optional,Standard,Optional
AUDI,A3,2019,Optional,Standard,Optional
AUDI,A3 SPORTBACK,2019,Optional,Standard,Optional
AUDI,A4,2019,Optional,Standard,Optional
AUDI,A4,2019,Optional,Standard,Optional
AUDI,A4 ALLROAD,2019,Optional,Standard,Optional
AUDI,A5,2019,Optional,Standard,Optional
AUDI,A5,2019,Optional,Standard,Optional
AUDI,A5 SPORTBACK,2019,Optional,Standard,Optional
AUDI,A6,2019,Optional,Standard,Optional
AUDI,A6,2019,Optional,Standard,Optional
AUDI,A7,2019,Optional,Standard,Optional
AUDI,A8 LWB,2019,Optional,Standard,Optional
AUDI,E-TRON,2019,Standard,Standard,Standard
AUDI,Q3,2019,Optional,Standard,Optional
AUDI,Q5,2019,Optional,Standard,Optional
AUDI,Q7,2019,Optional,Standard,Optional
AUDI,Q8,2019,Optional,Standard,Optional
AUDI,RS3,2019,Optional,Optional,Optional
AUDI,RS5,2019,Standard,Standard,Optional
AUDI,RS5 SPORTBACK,2019,Optional,Standard,Optional
AUDI,S3,2019,Standard,Standard,Optional
AUDI,S4,2019,Optional,Standard,Optional
AUDI,S5,2019,Optional,Standard,Optional
AUDI,S5,2019,Optional,Standard,Optional
AUDI,S5 SPORTBACK,2019,Optional,Standard,Optional
AUDI,SQ5,2019,Standard,Standard,Optional
AUDI,TT,2019,Optional,,
AUDI,TT ROADSTER,2019,Optional,,
AUDI,TTRS,2019,Optional,,
AUDI,TTS,2019,Optional,,
BENTLEY,BENTAYGA,2019,Standard,Optional,Standard
BENTLEY,CONTINENTAL GT,2019,None,None,None
BENTLEY,CONTINENTAL GT SPEED,2019,None,None,None
BENTLEY,CONTINENTAL GT V8,2019,None,None,None
BENTLEY,CONTINENTAL GT V8 S,2019,None,None,None
BENTLEY,CONTINENTAL SUPERSPORTS,2019,None,None,None
BENTLEY,FLYING SPUR V8,2019,None,None,None
BENTLEY,FLYING SPUR V8 S,2019,None,None,None
BENTLEY,FLYING SPUR W12,2019,None,None,None
BENTLEY,FLYING SPUR W12 S,2019,None,None,None
BENTLEY,MULSANNE,2019,None,None,None
BENTLEY,MULSANNE SPEED,2019,None,None,None
BMW,2 SERIES,2019,Standard,Standard,Standard
BMW,2 SERIES,2019,Standard,Standard,Standard
BMW,2 SERIES,2019,Standard,Standard,Standard
BMW,2 SERIES,2019,Standard,Standard,Standard
BMW,3 SERIES,2019,Optional,Standard,Optional
BMW,3 SERIES,2019,Optional,Standard,Standard
BMW,3 SERIES,2019,Optional,Standard,Optional
BMW,3 SERIES GT,2019,Optional,Standard,Standard
BMW,4 SERIES,2019,Optional,Optional,Optional
BMW,4 SERIES,2019,Optional,Optional,Optional
BMW,4 SERIES,2019,Optional,Optional,Optional
BMW,4 SERIES,2019,Optional,Optional,Optional
BMW,4 SERIES,2019,Optional,Optional,Optional
